vuln_id,whitelist,package,version_local,version_local_regex,version_nixpkgs,version_upstream,comment,review_comment
CVE-2025-46394,False,busybox,1.37.0,,1.37.0,1.36.1,https://www.cve.org/CVERecord?id=CVE-2025-46394,"Correct BusyBox package. CNA affected range is through 1.37.0, including this runtime derivation; its patches do not address this CVE. Keep active. Source: https://www.cve.org/CVERecord?id=CVE-2025-46394."
CVE-2026-25541,True,bytes,1.11.0,,,,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L48,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2025-50422,False,cairo,1.18.4,,,,https://www.cve.org/CVERecord?id=CVE-2025-50422,Correct Cairo package. CNA affected range includes versions through 1.18.4 and this runtime derivation has no matching fix. Keep active. Source: https://www.cve.org/CVERecord?id=CVE-2025-50422.
OSV-2023-298,False,cairo,1.18.4,,,,https://osv.dev/vulnerability/OSV-2023-298,"OSV identifies the cairo OSS-Fuzz project and explicitly lists 1.18.4 affected; the record is not withdrawn. The active_edges/_cairo_boxes_intersect crash is in Cairo rendering code. OSV names 04656d7450e229622546fd2b11496aa58c44181d as fixed, but its merge patch changes test generation/CI rather than the crashing code; this is insufficient evidence of a shipped fix or a test-only root cause. Both scanned Cairo derivations have no patches. Keep active pending an upstream explanation of the crash and fix boundary. Source: https://osv.dev/vulnerability/OSV-2023-298."
CVE-2020-11104,True,cereal,0.5.8.3,,0.5.8.3,0.5.8.3,https://www.cve.org/CVERecord?id=CVE-2020-11104,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2020-11105,True,cereal,0.5.8.3,,0.5.8.3,0.5.8.3,https://www.cve.org/CVERecord?id=CVE-2020-11105,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2017-16098,True,charset,0.3.12,,0.3.12,0.3.12,https://www.cve.org/CVERecord?id=CVE-2017-16098,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-16554,True,cjson,1.7.19,,1.7.19,1.7.19,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L50,Architecture mismatch: the integer overflow requires a 32-bit size_t while this target and the scanned cJSON derivation are x86_64-linux.
CVE-2019-10010,True,commonmark,0.2.6.1,,0.2.6.1,0.3,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L128,"Incorrect package: CVEs affect PHP league/commonmark, not the Haskell commonmark package."
CVE-2026-30838,True,commonmark,0.2.6.1,,0.2.6.1,0.3,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L128,"Incorrect package: CVEs affect PHP league/commonmark, not the Haskell commonmark package."
CVE-2017-18589,True,cookie,0.5.1,,0.5.1,0.5.1,https://nvd.nist.gov/vuln/detail/CVE-2017-18589,Incorrect package: NVD record affects the Rust cookie crate; scanned component is the Haskell cookie package.
CVE-2024-13278,True,Diff,1.0.2,,1.0.2,2.0.1,https://nvd.nist.gov/vuln/detail/CVE-2024-13278,"Incorrect package: CVE-2024-13278 affects the Drupal Diff module, not this Haskell Diff package."
CVE-2020-26304,True,foundation,0.0.30,,0.0.30,0.0.30,https://nvd.nist.gov/vuln/detail/CVE-2020-26304,"Incorrect package: CVE affects foundation-sites JavaScript framework, not the Haskell foundation package."
CVE-2023-4039,True,gcc,15.3.0,,,,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L194,Target-specific false positive: CVE is limited to GCC/Arm GNU Toolchain targeting AArch64; scanned component is an x86_64-linux build.
CVE-2026-5201,True,gdk-pixbuf,2.44.7,,,,https://security-tracker.debian.org/tracker/CVE-2026-5201,Fixed before this build: Debian records upstream fix commit 6cce9311e70b969cbcc6e3e1e74ae1756ed02d5b in 2.44.6; the scanned version is 2.44.7.
CVE-2018-1000110,True,git,2.55.0,,,,https://nvd.nist.gov/vuln/detail/CVE-2018-1000110,Incorrect package: NVD identifies the affected product as Jenkins Git Plugin; this is upstream Git CLI 2.55.0.
CVE-2018-1000182,True,git,2.55.0,,,,https://nvd.nist.gov/vuln/detail/CVE-2018-1000182,Incorrect package: NVD identifies the affected product as Jenkins Git Plugin; this is upstream Git CLI 2.55.0.
CVE-2019-1003010,True,git,2.55.0,,,,https://nvd.nist.gov/vuln/detail/CVE-2019-1003010,Incorrect package: NVD identifies the affected product as Jenkins Git Plugin; this is upstream Git CLI 2.55.0.
CVE-2020-2136,True,git,2.55.0,,,,https://nvd.nist.gov/vuln/detail/CVE-2020-2136,Incorrect package: NVD identifies the affected product as Jenkins Git Plugin; this is upstream Git CLI 2.55.0.
CVE-2021-21684,True,git,2.55.0,,,,https://nvd.nist.gov/vuln/detail/CVE-2021-21684,Incorrect package: NVD identifies the affected product as Jenkins Git Plugin; this is upstream Git CLI 2.55.0.
CVE-2022-30947,True,git,2.55.0,,,,https://nvd.nist.gov/vuln/detail/CVE-2022-30947,Incorrect package: NVD identifies the affected product as Jenkins Git Plugin; this is upstream Git CLI 2.55.0.
CVE-2022-36882,True,git,2.55.0,,,,https://nvd.nist.gov/vuln/detail/CVE-2022-36882,Incorrect package: NVD identifies the affected product as Jenkins Git Plugin; this is upstream Git CLI 2.55.0.
CVE-2022-36883,True,git,2.55.0,,,,https://nvd.nist.gov/vuln/detail/CVE-2022-36883,Incorrect package: NVD identifies the affected product as Jenkins Git Plugin; this is upstream Git CLI 2.55.0.
CVE-2022-36884,True,git,2.55.0,,,,https://nvd.nist.gov/vuln/detail/CVE-2022-36884,Incorrect package: NVD identifies the affected product as Jenkins Git Plugin; this is upstream Git CLI 2.55.0.
CVE-2022-38663,True,git,2.55.0,,,,https://nvd.nist.gov/vuln/detail/CVE-2022-38663,Incorrect package: NVD identifies the affected product as Jenkins Git Plugin; this is upstream Git CLI 2.55.0.
CVE-2010-4756,True,glibc,2.42,,2.42,2.44,https://sourceware.org/bugzilla/show_bug.cgi?id=18012,Sourceware bug 18012 for CVE-2010-4756 is RESOLVED INVALID and carries a negative security flag.
CVE-2025-15281,True,glibc,2.42,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L24,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-0861,True,glibc,2.42,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L24,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-0915,True,glibc,2.42,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L24,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-18374,True,glibc,2.42,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L24,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-4046,True,glibc,2.42,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L24,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-4437,True,glibc,2.42,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L24,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-4438,True,glibc,2.42,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L24,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-5435,True,glibc,2.42,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L24,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-5450,True,glibc,2.42,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L24,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-5928,True,glibc,2.42,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L24,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-6238,True,glibc,2.42,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L24,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2010-4756,True,glibc,2.42-84,,2.42,2.44,https://sourceware.org/bugzilla/show_bug.cgi?id=18012,Upstream resolved this as invalid: the glob resource-exhaustion report requires caller-controlled limit arguments and does not establish a glibc security boundary. It is not a versioned glibc vulnerability.
CVE-2019-1010022,True,glibc,2.42-84,,2.42,2.44,https://sourceware.org/bugzilla/show_bug.cgi?id=22850,Upstream disputes the security classification: this is a hardening or mitigation limitation rather than a standalone glibc vulnerability.
CVE-2019-1010023,True,glibc,2.42-84,,2.42,2.44,https://sourceware.org/bugzilla/show_bug.cgi?id=22851,Upstream disputes the security classification: this is a hardening or mitigation limitation rather than a standalone glibc vulnerability.
CVE-2019-1010024,True,glibc,2.42-84,,2.42,2.44,https://sourceware.org/bugzilla/show_bug.cgi?id=22852,Upstream disputes the security classification: this is a hardening or mitigation limitation rather than a standalone glibc vulnerability.
CVE-2019-1010025,True,glibc,2.42-84,,2.42,2.44,https://sourceware.org/bugzilla/show_bug.cgi?id=22853,Upstream disputes the security classification: this is a hardening or mitigation limitation rather than a standalone glibc vulnerability.
CVE-2025-15281,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L145,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2025-5702,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L146,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2025-5745,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L146,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2025-8058,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L146,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2026-0861,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L145,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2026-0915,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L145,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2026-18374,False,glibc,2.42-84,,2.42,2.44,https://sourceware.org/bugzilla/show_bug.cgi?id=34574,"Correct GNU libc package. CNA marks versions <2.45 affected; its prose says 2.45 or earlier, but both include 2.42-84. NVD is awaiting analysis without CPE ranges. Trigger requires an attacker-controlled fopen mode with an effectively empty ,ccs= encoding; the upstream observation that this pattern is uncommon does not establish safety for the dogfood scanner runtime. The exact 2.42-master.patch has neither fix 9765a538ebf8661a6e5578e01e35a3dd30db7eb4 nor cca93e5d88d3d4ed073c03100467696f652269e7 or corresponding fopen changes. The proposed 2.44-25 update https://github.com/NixOS/nixpkgs/pull/557451 also lacks these fixes in its master patch; no dedicated Nixpkgs fix was found. Keep active. Sources: https://sourceware.org/bugzilla/show_bug.cgi?id=34574 and https://cveawg.mitre.org/api/cve/CVE-2026-18374."
CVE-2026-4046,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L145,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2026-4437,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L145,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2026-4438,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L145,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2026-5435,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L145,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2026-5450,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L145,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2026-5928,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L145,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2026-6238,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L145,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2026-6368,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L145,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2026-6791,True,glibc,2.42-84,,2.42,2.44,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L145,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.
CVE-2023-49292,True,go,1.26.7,,1.27.1,1.27.1,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L184,"Incorrect package: CVE affects the ECIES Go library, not the Go toolchain or bootstrap toolchain."
CVE-2017-5436,True,graphite2,1.3.15,,,,https://nvd.nist.gov/vuln/detail/CVE-2017-5436,False positive: Graphite2 1.3.15+ is newer than the fixed upstream version for this CVE.
OSV-2026-962,False,harfbuzz,13.2.1,,,,https://github.com/NixOS/nixpkgs/pull/524641,"OSV identifies the harfbuzz OSS-Fuzz project and explicitly lists 13.2.1 affected; the record is not withdrawn. The defect is in font subsetting/variation instancing (hb-subset-instancer-iup.cc), not ordinary text shaping alone. Upstream 6c2107ace765f95c67d65a21f94b54a2f12d80dc fixes arithmetic/count handling and is absent from 13.2.1; the Nixpkgs patch only disables a symbol test and subsetting is not disabled. The fix is an ancestor of 14.4.0 proposed by https://github.com/NixOS/nixpkgs/pull/524641 (open). Keep active; target-wide exclusion of font subsetting has not been established. Source: https://osv.dev/vulnerability/OSV-2026-962."
CVE-2021-4276,True,hedgehog,1.5,,1.7,1.7,https://nvd.nist.gov/vuln/detail/CVE-2021-4276,"Incorrect package: CVE affects dns-stats hedgehog, not the Haskell Hedgehog testing library."
CVE-2021-4276,True,hedgehog,1.5-r2.cabal,,1.7,1.7,https://nvd.nist.gov/vuln/detail/CVE-2021-4276,"Incorrect package: CVE affects dns-stats hedgehog, not the Haskell Hedgehog testing library."
CVE-2016-6287,True,http-client,0.7.19,,0.7.19,0.7.19,https://www.cve.org/CVERecord?id=CVE-2016-6287,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2020-11021,True,http-client,0.7.19,,0.7.19,0.7.19,https://www.cve.org/CVERecord?id=CVE-2020-11021,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2003-0856,True,iproute,1.7.15,,1.7.15,1.7.15,https://www.cve.org/CVERecord?id=CVE-2003-0856,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2023-46361,True,jbig2dec,0.20,,0.20,0.20,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L72,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-33948,True,jq,1.8.2,,,,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L121,False positive: jq 1.8.2+ includes the upstream fixes for these exact CVEs; binlore rows are generated build-time artifacts.
CVE-2026-39979,True,jq,1.8.2,,,,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L121,False positive: jq 1.8.2+ includes the upstream fixes for these exact CVEs; binlore rows are generated build-time artifacts.
CVE-2026-44777,True,jq,1.8.2,,,,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L121,False positive: jq 1.8.2+ includes the upstream fixes for these exact CVEs; binlore rows are generated build-time artifacts.
CVE-2021-4048,True,lapack,3,,,,https://nvd.nist.gov/vuln/detail/CVE-2021-4048,Incorrect local version: Nixpkgs lapack-3 is an ABI shim over OpenBLAS 0.3.32/0.3.33 and liblapack headers 3.12.1; CVE affects LAPACK through 3.10.0 or OpenBLAS before 0.3.18.
CVE-2025-59777,True,libmicrohttpd,1.0.6,,1.0.6,1.0.10,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L154,False positive: libmicrohttpd 1.0.6+ includes the shared upstream fix commit for these exact CVEs.
CVE-2025-62689,True,libmicrohttpd,1.0.6,,1.0.6,1.0.10,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L154,False positive: libmicrohttpd 1.0.6+ includes the shared upstream fix commit for these exact CVEs.
CVE-2024-50612,True,libsndfile,1.2.2,,1.2.2,1.2.2,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L71,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2024-50613,True,libsndfile,1.2.2,,1.2.2,1.2.2,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L71,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2025-52194,True,libsndfile,1.2.2,,1.2.2,1.2.2,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L71,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2025-56226,True,libsndfile,1.2.2,,1.2.2,1.2.2,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L71,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-37555,True,libsndfile,1.2.2,,1.2.2,1.2.2,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L71,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2023-52356,True,libtiff,4.7.2,,,,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L151,False positive: scanner package-version data marks LibTIFF 4.7.2+ outside the affected range for these exact CVEs.
CVE-2023-6228,True,libtiff,4.7.2,,,,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L151,False positive: scanner package-version data marks LibTIFF 4.7.2+ outside the affected range for these exact CVEs.
CVE-2023-6277,True,libtiff,4.7.2,,,,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L151,False positive: scanner package-version data marks LibTIFF 4.7.2+ outside the affected range for these exact CVEs.
CVE-2026-4775,True,libtiff,4.7.2,,,,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L151,False positive: scanner package-version data marks LibTIFF 4.7.2+ outside the affected range for these exact CVEs.
CVE-2026-21444,True,libtpms,0.10.2-unstable-2026-05-06,,,,https://nvd.nist.gov/vuln/detail/CVE-2026-21444,"False positive: affected range is >=0.10.0,<0.10.2; scanned snapshot is based on 0.10.2 or newer."
